Device name,OS,OS version,Compliance state,Last check-in,Ownership,Management name,Primary user
BU3-PWCDNS013,Windows,10.0.19045,Compliant,2026-06-23T21:59:06.311Z,Corporate,BU3-PWCDNS013_Windows,bu3\user133
BU2-PWCADC035,Windows,10.0.19045,Compliant,2026-06-24T14:30:55.297Z,Corporate,BU2-PWCADC035_Windows,bu2\user349
BU4-PWCSAP056,Windows,10.0.19045,Compliant,2026-06-23T19:54:12.648Z,Corporate,BU4-PWCSAP056_Windows,bu4\user387
BU1-SWCERP051,Windows,10.0.19045,Compliant,2026-06-23T15:20:29.284Z,Corporate,BU1-SWCERP051_Windows,bu1\user228
BU1-PWCFIL104,Windows,10.0.19045,Compliant,2026-06-23T13:17:13.437Z,Corporate,BU1-PWCFIL104_Windows,bu1\user751
BU2-PWCADC027,Windows,10.0.19045,Compliant,2026-06-23T18:03:00.225Z,Corporate,BU2-PWCADC027_Windows,bu2\user129
BU5-PWCSQL037,Windows,10.0.19045,Compliant,2026-03-27T17:06:26.599Z,Corporate,BU5-PWCSQL037_Windows,bu5\user802
BU5-DLCPRX008,Linux,10.0.19045,Compliant,2026-04-16T04:19:49.479Z,Corporate,BU5-DLCPRX008_Linux,bu5\user780
BU1-PWCIDM050,Windows,10.0.22631,Compliant,2026-06-24T15:22:39.086Z,Corporate,BU1-PWCIDM050_Windows,bu1\user682
BU1-DWCIDM013,Windows,10.0.19045,Compliant,2026-06-25T05:05:32.757Z,Corporate,BU1-DWCIDM013_Windows,bu1\user764
BU4-PWCIDM111,Windows,10.0.19045,Noncompliant,2026-06-23T08:36:03.268Z,Corporate,BU4-PWCIDM111_Windows,bu4\user158
BU5-SWCERP019,Windows,10.0.19045,Compliant,2026-06-24T11:03:08.128Z,Corporate,BU5-SWCERP019_Windows,bu5\user123
BU5-PWCWEB071,Windows,10.0.19045,Compliant,2026-06-23T20:13:55.314Z,Corporate,BU5-PWCWEB071_Windows,bu5\user156
BU3-SWCRDP008,Windows,10.0.22631,Compliant,2026-06-23T16:43:35.860Z,Corporate,BU3-SWCRDP008_Windows,bu3\user36
BU1-PWCIDM002,Windows,10.0.22631,Noncompliant,2026-06-23T11:10:46.629Z,Personal,BU1-PWCIDM002_Windows,bu1\user583
BU2-SWCDNS009,Windows,10.0.19045,Noncompliant,2026-06-24T12:09:15.180Z,Corporate,BU2-SWCDNS009_Windows,bu2\user539
BU4-SLCSMT009,Linux,10.0.19045,Compliant,2026-06-25T05:35:58.890Z,Corporate,BU4-SLCSMT009_Linux,bu4\user187
BU5-SWCDNS024,Windows,10.0.19045,Compliant,2026-06-24T23:03:39.007Z,Corporate,BU5-SWCDNS024_Windows,bu5\user480
BU1-PWCSQL017,Windows,10.0.19045,Compliant,2026-06-25T05:37:23.657Z,Corporate,BU1-PWCSQL017_Windows,bu1\user872
BU1-PWCSHP078,Windows,10.0.19045,Compliant,2026-06-24T21:03:30.048Z,Corporate,BU1-PWCSHP078_Windows,bu1\user340
BU2-PWCFIL003,Windows,10.0.19045,Compliant,2026-06-23T23:44:30.022Z,Corporate,BU2-PWCFIL003_Windows,bu2\user303
BU3-SWCDNS009,Windows,10.0.19045,Compliant,2026-06-23T13:06:31.272Z,Corporate,BU3-SWCDNS009_Windows,bu3\user654
BU3-DWCEXC001,Windows,10.0.19045,Compliant,2026-06-25T06:58:10.069Z,Corporate,BU3-DWCEXC001_Windows,bu3\user540
BU2-DLCJMP007,Linux,10.0.19045,Compliant,2026-06-24T20:17:46.733Z,Corporate,BU2-DLCJMP007_Linux,bu2\user275
BU4-SWCERP037,Windows,10.0.22631,Compliant,2026-06-24T06:38:10.012Z,Corporate,BU4-SWCERP037_Windows,bu4\user745
BU2-PLCPRX022,Linux,10.0.19045,Compliant,2026-06-24T11:02:25.920Z,Corporate,BU2-PLCPRX022_Linux,bu2\user529
BU5-PLCPGS008,Linux,10.0.19045,Compliant,2026-06-25T06:07:02.556Z,Corporate,BU5-PLCPGS008_Linux,bu5\user721
BU2-PLCJMP016,Linux,10.0.19045,Compliant,2026-06-24T01:36:28.629Z,Corporate,BU2-PLCJMP016_Linux,bu2\user148
BU1-SWCRDP007,Windows,10.0.22631,Compliant,2026-06-23T13:34:23.550Z,Corporate,BU1-SWCRDP007_Windows,bu1\user515
BU2-SWCFIL047,Windows,10.0.19045,Compliant,2026-06-24T19:22:15.918Z,Corporate,BU2-SWCFIL047_Windows,bu2\user228
BU1-PWCRDP027,Windows,10.0.22631,Compliant,2026-06-25T04:30:14.750Z,Personal,BU1-PWCRDP027_Windows,bu1\user532
BU3-SWCIDM003,Windows,10.0.22631,Compliant,2026-06-24T14:50:03.299Z,Corporate,BU3-SWCIDM003_Windows,bu3\user590
BU2-PWCWEB110,Windows,10.0.19045,Compliant,2026-06-24T21:14:48.617Z,Corporate,BU2-PWCWEB110_Windows,bu2\user37
BU3-SWCSAP002,Windows,10.0.19045,Compliant,2026-06-25T06:50:06.396Z,Corporate,BU3-SWCSAP002_Windows,bu3\user380
BU5-PWCIIS063,Windows,10.0.22631,Compliant,2026-06-24T16:21:58.553Z,Corporate,BU5-PWCIIS063_Windows,bu5\user89
BU2-PWCADC099,Windows,10.0.19045,Compliant,2026-06-23T19:20:09.768Z,Corporate,BU2-PWCADC099_Windows,bu2\user425
BU1-SWCEXC056,Windows,10.0.22631,Noncompliant,2026-06-23T12:32:23.639Z,Corporate,BU1-SWCEXC056_Windows,bu1\user687
BU4-PWCWEB066,Windows,10.0.19045,Compliant,2026-06-25T05:50:54.674Z,Corporate,BU4-PWCWEB066_Windows,bu4\user652
BU4-PWCSAP096,Windows,10.0.19045,Compliant,2026-06-23T19:23:53.147Z,Corporate,BU4-PWCSAP096_Windows,bu4\user186
BU4-PWCEXC048,Windows,10.0.19045,Compliant,2026-06-23T23:23:26.066Z,Corporate,BU4-PWCEXC048_Windows,bu4\user805
BU3-PLCPRX031,Linux,10.0.19045,Noncompliant,2026-06-25T06:03:47.398Z,Corporate,BU3-PLCPRX031_Linux,bu3\user512
BU4-PWCCRM119,Windows,10.0.22631,Compliant,2026-06-23T10:27:38.751Z,Corporate,BU4-PWCCRM119_Windows,bu4\user51
BU2-SWCIDM018,Windows,10.0.19045,Compliant,2026-06-24T18:10:14.151Z,Corporate,BU2-SWCIDM018_Windows,bu2\user275
BU2-SWCDNS030,Windows,10.0.19045,Compliant,2026-06-24T06:33:12.990Z,Corporate,BU2-SWCDNS030_Windows,bu2\user655
BU5-SLCJMP008,Linux,10.0.19045,Noncompliant,2026-06-25T01:06:31.561Z,Corporate,BU5-SLCJMP008_Linux,bu5\user258
BU2-PWCWEB075,Windows,10.0.19045,Compliant,2026-06-24T10:54:55.000Z,Corporate,BU2-PWCWEB075_Windows,bu2\user65
BU2-PLCBAK038,Linux,10.0.19045,Compliant,2026-06-25T02:02:06.063Z,Corporate,BU2-PLCBAK038_Linux,bu2\user18
BU2-DWCERP007,Windows,10.0.19045,Compliant,2026-06-25T05:57:15.629Z,Corporate,BU2-DWCERP007_Windows,bu2\user297
BU2-PWCFIL069,Windows,10.0.19045,Compliant,2026-06-23T13:23:53.353Z,Corporate,BU2-PWCFIL069_Windows,bu2\user305
BU4-DWCSAP026,Windows,10.0.19045,Compliant,2026-05-21T10:07:45.363Z,Corporate,BU4-DWCSAP026_Windows,bu4\user784
BU2-PWCPRT086,Windows,10.0.19045,Compliant,2026-06-25T06:31:08.796Z,Corporate,BU2-PWCPRT086_Windows,bu2\user690
BU1-PLCJMP014,Linux,10.0.19045,Compliant,2026-06-25T04:52:05.612Z,Corporate,BU1-PLCJMP014_Linux,bu1\user748
BU5-PWCADC072,Windows,10.0.22631,Noncompliant,2026-06-24T03:32:17.825Z,Corporate,BU5-PWCADC072_Windows,bu5\user433
BU4-DWCIIS016,Windows,10.0.19045,Compliant,2026-06-24T23:14:01.499Z,Corporate,BU4-DWCIIS016_Windows,bu4\user174
BU2-PWCAPP051,Windows,10.0.22631,Noncompliant,2026-06-25T04:46:42.150Z,Corporate,BU2-PWCAPP051_Windows,bu2\user196
BU5-SWCSQL033,Windows,10.0.19045,Compliant,2026-06-25T04:56:27.615Z,Corporate,BU5-SWCSQL033_Windows,bu5\user618
BU5-PWCRDP054,Windows,10.0.22631,Compliant,2026-06-24T19:56:06.846Z,Corporate,BU5-PWCRDP054_Windows,bu5\user607
BU4-PWCAPP087,Windows,10.0.22631,Compliant,2026-06-23T08:43:46.043Z,Corporate,BU4-PWCAPP087_Windows,bu4\user79
BU2-PWCSAP071,Windows,10.0.19045,Noncompliant,2026-06-24T12:14:42.663Z,Corporate,BU2-PWCSAP071_Windows,bu2\user196
BU4-PWCFIL073,Windows,10.0.22631,Compliant,2026-06-25T00:15:41.722Z,Corporate,BU4-PWCFIL073_Windows,bu4\user193
BU4-PWCIIS046,Windows,10.0.19045,Compliant,2026-06-24T22:05:56.192Z,Corporate,BU4-PWCIIS046_Windows,bu4\user174
BU1-PWCCRM037,Windows,10.0.19045,Compliant,2026-06-24T15:40:59.792Z,Corporate,BU1-PWCCRM037_Windows,bu1\user288
BU5-SWCDNS033,Windows,10.0.19045,Compliant,2026-06-23T11:32:04.593Z,Corporate,BU5-SWCDNS033_Windows,bu5\user865
BU3-PLCBAK002,Linux,10.0.19045,Compliant,2026-06-25T03:14:35.062Z,Corporate,BU3-PLCBAK002_Linux,bu3\user751
BU1-PWCFIL024,Windows,10.0.19045,Compliant,2026-06-24T07:52:42.134Z,Corporate,BU1-PWCFIL024_Windows,bu1\user599
BU1-SWCCRM018,Windows,10.0.19045,Compliant,2026-06-23T16:28:27.304Z,Corporate,BU1-SWCCRM018_Windows,bu1\user726
BU4-SWCIIS022,Windows,10.0.19045,Compliant,2026-06-24T03:11:40.462Z,Corporate,BU4-SWCIIS022_Windows,bu4\user840
BU4-PWCIDM030,Windows,10.0.19045,Noncompliant,2026-06-23T09:13:04.219Z,Corporate,BU4-PWCIDM030_Windows,bu4\user435
BU4-PWCDNS058,Windows,10.0.22631,Noncompliant,2026-06-23T15:10:45.565Z,Corporate,BU4-PWCDNS058_Windows,bu4\user885
BU1-SLCAPI016,Linux,10.0.19045,Compliant,2026-03-21T02:57:55.244Z,Corporate,BU1-SLCAPI016_Linux,bu1\user380
BU2-SWCRDP055,Windows,10.0.19045,Compliant,2026-06-24T05:53:26.924Z,Corporate,BU2-SWCRDP055_Windows,bu2\user523
BU3-DWCEXC014,Windows,10.0.19045,Compliant,2026-06-25T05:27:49.197Z,Corporate,BU3-DWCEXC014_Windows,bu3\user273
BU1-SWCAPP051,Windows,10.0.19045,Compliant,2026-03-10T15:10:18.642Z,Corporate,BU1-SWCAPP051_Windows,bu1\user736
BU4-SWCIIS016,Windows,10.0.19045,Compliant,2026-06-23T16:43:36.354Z,Corporate,BU4-SWCIIS016_Windows,bu4\user534
BU1-SWCWEB043,Windows,10.0.19045,Compliant,2026-06-23T11:02:52.390Z,Corporate,BU1-SWCWEB043_Windows,bu1\user250
BU2-PWCCRM055,Windows,10.0.22631,Compliant,2026-06-24T11:33:18.390Z,Corporate,BU2-PWCCRM055_Windows,bu2\user187
BU4-SWCSQL012,Windows,10.0.19045,Compliant,2026-06-25T03:33:49.986Z,Corporate,BU4-SWCSQL012_Windows,bu4\user499
BU1-PWCEXC019,Windows,10.0.19045,Compliant,2026-06-25T05:48:31.277Z,Corporate,BU1-PWCEXC019_Windows,bu1\user62
BU1-DWCSAP030,Windows,10.0.19045,Noncompliant,2026-06-24T07:26:48.901Z,Corporate,BU1-DWCSAP030_Windows,bu1\user539
BU2-PLCPGS049,Linux,10.0.19045,Compliant,2026-06-24T16:00:45.615Z,Corporate,BU2-PLCPGS049_Linux,bu2\user124
BU5-SWCSHP022,Windows,10.0.19045,Compliant,2026-06-24T15:11:30.533Z,Corporate,BU5-SWCSHP022_Windows,bu5\user388
BU2-DLCFTP010,Linux,10.0.19045,Compliant,2026-06-23T09:02:41.068Z,Corporate,BU2-DLCFTP010_Linux,bu2\user361
BU1-PWCFIL011,Windows,10.0.19045,Compliant,2026-06-24T11:58:29.544Z,Corporate,BU1-PWCFIL011_Windows,bu1\user488
BU2-PWCERP071,Windows,10.0.19045,Compliant,2026-06-23T14:58:35.441Z,Corporate,BU2-PWCERP071_Windows,bu2\user227
BU1-DWCAPP024,Windows,10.0.19045,Compliant,2026-06-24T04:10:06.901Z,Corporate,BU1-DWCAPP024_Windows,bu1\user729
BU5-PWCAPP026,Windows,10.0.19045,Compliant,2026-06-25T02:11:27.931Z,Corporate,BU5-PWCAPP026_Windows,bu5\user158
BU3-PWCSAP025,Windows,10.0.19045,Compliant,2026-06-25T05:43:04.020Z,Corporate,BU3-PWCSAP025_Windows,bu3\user367
BU2-SWCSQL030,Windows,10.0.22631,Compliant,2026-06-23T07:54:28.139Z,Corporate,BU2-SWCSQL030_Windows,bu2\user568
BU1-SWCWEB021,Windows,10.0.19045,Compliant,2026-06-25T03:31:03.688Z,Corporate,BU1-SWCWEB021_Windows,bu1\user718
BU1-SWCSQL055,Windows,10.0.22631,Compliant,2026-06-23T14:36:40.419Z,Corporate,BU1-SWCSQL055_Windows,bu1\user401
BU2-SLCLOG006,Linux,10.0.19045,Noncompliant,2026-06-23T07:34:42.630Z,Corporate,BU2-SLCLOG006_Linux,bu2\user618
BU4-PWCFIL034,Windows,10.0.22631,Compliant,2026-06-23T07:14:34.534Z,Corporate,BU4-PWCFIL034_Windows,bu4\user465
BU2-DWCAPP008,Windows,10.0.19045,Compliant,2026-05-18T21:04:33.947Z,Corporate,BU2-DWCAPP008_Windows,bu2\user220
BU2-DWCIIS011,Windows,10.0.19045,Compliant,2026-06-23T16:11:43.497Z,Corporate,BU2-DWCIIS011_Windows,bu2\user588
BU1-DWCIIS023,Windows,10.0.19045,Noncompliant,2026-03-25T15:07:51.090Z,Corporate,BU1-DWCIIS023_Windows,bu1\user852
BU2-SWCIDM024,Windows,10.0.19045,Compliant,2026-06-24T23:42:38.333Z,Corporate,BU2-SWCIDM024_Windows,bu2\user873
BU5-PWCSAP047,Windows,10.0.19045,Compliant,2026-06-23T11:41:56.099Z,Corporate,BU5-PWCSAP047_Windows,bu5\user547
BU1-DWCADC010,Windows,10.0.19045,Compliant,2026-06-23T20:35:07.454Z,Corporate,BU1-DWCADC010_Windows,bu1\user602
BU2-DLCDKR001,Linux,10.0.19045,Compliant,2026-04-04T14:14:52.743Z,Corporate,BU2-DLCDKR001_Linux,bu2\user528
BU5-PWCERP021,Windows,10.0.19045,Noncompliant,2026-06-24T07:26:26.479Z,Corporate,BU5-PWCERP021_Windows,bu5\user880
BU1-PWCIIS023,Windows,10.0.19045,Compliant,2026-06-25T00:19:13.149Z,Corporate,BU1-PWCIIS023_Windows,bu1\user371
BU5-PWCCRM010,Windows,10.0.19045,Compliant,2026-06-24T07:05:07.989Z,Corporate,BU5-PWCCRM010_Windows,bu5\user490
BU2-PWCFIL083,Windows,10.0.19045,Compliant,2026-06-24T15:21:31.108Z,Corporate,BU2-PWCFIL083_Windows,bu2\user461
BU5-PWCERP059,Windows,10.0.19045,Compliant,2026-06-23T21:04:23.529Z,Corporate,BU5-PWCERP059_Windows,bu5\user81
BU1-SLCORA003,Linux,10.0.19045,Compliant,2026-06-23T08:20:44.129Z,Corporate,BU1-SLCORA003_Linux,bu1\user579
BU2-PWCIIS079,Windows,10.0.19045,Compliant,2026-06-25T01:21:03.635Z,Corporate,BU2-PWCIIS079_Windows,bu2\user10
BU1-PWCSAP002,Windows,10.0.19045,Compliant,2026-06-23T10:14:16.983Z,Corporate,BU1-PWCSAP002_Windows,bu1\user612
BU3-DWCERP007,Windows,10.0.19045,Compliant,2026-06-23T15:44:09.080Z,Corporate,BU3-DWCERP007_Windows,bu3\user534
BU5-PWCCRM031,Windows,10.0.19045,Compliant,2026-06-23T17:14:13.282Z,Corporate,BU5-PWCCRM031_Windows,bu5\user123
BU5-DWCDNS020,Windows,10.0.19045,Compliant,2026-06-23T07:30:39.325Z,Corporate,BU5-DWCDNS020_Windows,bu5\user885
BU2-PWCSQL072,Windows,10.0.19045,Compliant,2026-05-04T21:50:53.571Z,Corporate,BU2-PWCSQL072_Windows,bu2\user379
BU1-PWCCRM032,Windows,10.0.19045,Compliant,2026-06-23T11:01:14.811Z,Corporate,BU1-PWCCRM032_Windows,bu1\user146
BU2-DWCDNS023,Windows,10.0.22631,Noncompliant,2026-06-23T21:59:55.878Z,Corporate,BU2-DWCDNS023_Windows,bu2\user649
BU2-PWCDNS013,Windows,10.0.19045,Compliant,2026-06-24T00:32:02.952Z,Corporate,BU2-PWCDNS013_Windows,bu2\user779
BU3-SWCCRM004,Windows,10.0.22631,Noncompliant,2026-06-24T06:54:59.690Z,Corporate,BU3-SWCCRM004_Windows,bu3\user708
BU5-SWCAPP030,Windows,10.0.19045,Compliant,2026-06-23T14:30:38.344Z,Corporate,BU5-SWCAPP030_Windows,bu5\user842
BU1-PWCCRM145,Windows,10.0.19045,Compliant,2026-06-24T21:10:28.653Z,Corporate,BU1-PWCCRM145_Windows,bu1\user727
BU2-SWCRDP041,Windows,10.0.19045,Compliant,2026-06-24T00:10:49.582Z,Corporate,BU2-SWCRDP041_Windows,bu2\user395
BU2-SWCIDM008,Windows,10.0.19045,Compliant,2026-06-24T23:57:33.437Z,Corporate,BU2-SWCIDM008_Windows,bu2\user551
BU3-PWCPRT029,Windows,10.0.22631,Compliant,2026-06-23T19:19:13.094Z,Corporate,BU3-PWCPRT029_Windows,bu3\user358
BU2-SWCADC034,Windows,10.0.19045,Compliant,2026-06-23T09:00:45.485Z,Corporate,BU2-SWCADC034_Windows,bu2\user311
BU5-PLCDKR023,Linux,10.0.19045,Noncompliant,2026-06-23T20:39:20.228Z,Corporate,BU5-PLCDKR023_Linux,bu5\user537
BU5-PLCAPI005,Linux,10.0.19045,Compliant,2026-06-25T04:02:33.226Z,Corporate,BU5-PLCAPI005_Linux,bu5\user459
BU1-SWCSQL029,Windows,10.0.22631,Compliant,2026-06-24T00:05:57.359Z,Corporate,BU1-SWCSQL029_Windows,bu1\user324
BU2-SWCAPP033,Windows,10.0.22631,Compliant,2026-04-16T13:28:58.650Z,Corporate,BU2-SWCAPP033_Windows,bu2\user701
BU3-SWCADC012,Windows,10.0.19045,Compliant,2026-06-24T12:07:12.876Z,Corporate,BU3-SWCADC012_Windows,bu3\user443
BU3-SWCCRM003,Windows,10.0.22631,Compliant,2026-06-24T03:00:25.977Z,Corporate,BU3-SWCCRM003_Windows,bu3\user137
BU3-PWCFIL051,Windows,10.0.19045,Compliant,2026-06-25T06:31:16.727Z,Corporate,BU3-PWCFIL051_Windows,bu3\user269
BU5-PWCIIS005,Windows,10.0.22631,Compliant,2026-06-23T07:26:08.094Z,Corporate,BU5-PWCIIS005_Windows,bu5\user180
BU4-PWCCRM098,Windows,10.0.22631,Compliant,2026-06-24T22:54:46.843Z,Corporate,BU4-PWCCRM098_Windows,bu4\user299
BU2-PWCERP053,Windows,10.0.19045,Compliant,2026-03-22T18:56:27.588Z,Corporate,BU2-PWCERP053_Windows,bu2\user358
BU5-DLCPRX007,Linux,10.0.19045,Noncompliant,2026-06-25T05:53:27.522Z,Corporate,BU5-DLCPRX007_Linux,bu5\user137
BU1-PLCJMP031,Linux,10.0.19045,Compliant,2026-06-25T02:48:13.412Z,Corporate,BU1-PLCJMP031_Linux,bu1\user885
BU5-DWCSQL017,Windows,10.0.19045,Compliant,2026-06-24T17:16:19.906Z,Corporate,BU5-DWCSQL017_Windows,bu5\user255
BU2-DWCEXC009,Windows,10.0.22631,Compliant,2026-06-23T07:20:12.447Z,Corporate,BU2-DWCEXC009_Windows,bu2\user286
BU2-PWCADC011,Windows,10.0.19045,Compliant,2026-06-23T13:41:33.130Z,Corporate,BU2-PWCADC011_Windows,bu2\user116
BU2-PWCIIS063,Windows,10.0.19045,Compliant,2026-06-24T16:24:20.643Z,Corporate,BU2-PWCIIS063_Windows,bu2\user120
BU1-PLCNGX017,Linux,10.0.19045,Compliant,2026-04-19T22:10:13.058Z,Corporate,BU1-PLCNGX017_Linux,bu1\user640
BU2-PWCWEB088,Windows,10.0.19045,Compliant,2026-06-24T01:46:32.088Z,Corporate,BU2-PWCWEB088_Windows,bu2\user313
BU2-DWCADC015,Windows,10.0.19045,Compliant,2026-06-23T20:43:21.319Z,Corporate,BU2-DWCADC015_Windows,bu2\user762
BU5-PWCCRM004,Windows,10.0.19045,Compliant,2026-06-23T18:53:01.100Z,Corporate,BU5-PWCCRM004_Windows,bu5\user744
BU4-PWCCRM113,Windows,10.0.22631,Compliant,2026-06-25T00:14:27.503Z,Corporate,BU4-PWCCRM113_Windows,bu4\user206
BU2-DWCSHP007,Windows,10.0.19045,Compliant,2026-06-24T19:54:36.791Z,Corporate,BU2-DWCSHP007_Windows,bu2\user169
BU1-SWCIDM037,Windows,10.0.22631,Compliant,2026-06-25T04:30:05.235Z,Corporate,BU1-SWCIDM037_Windows,bu1\user751
BU4-SWCEXC036,Windows,10.0.19045,Compliant,2026-04-24T11:37:37.000Z,Corporate,BU4-SWCEXC036_Windows,bu4\user186
BU2-SWCFIL045,Windows,10.0.19045,Noncompliant,2026-06-25T05:02:14.880Z,Corporate,BU2-SWCFIL045_Windows,bu2\user108
BU5-DWCERP013,Windows,10.0.19045,Noncompliant,2026-06-24T19:23:04.019Z,Corporate,BU5-DWCERP013_Windows,bu5\user640
BU5-PWCCRM007,Windows,10.0.19045,Compliant,2026-06-24T15:26:03.309Z,Corporate,BU5-PWCCRM007_Windows,bu5\user432
BU4-SWCSHP042,Windows,10.0.19045,Compliant,2026-06-24T15:55:07.519Z,Corporate,BU4-SWCSHP042_Windows,bu4\user251
BU1-DWCWEB028,Windows,10.0.19045,Compliant,2026-06-24T00:04:46.107Z,Corporate,BU1-DWCWEB028_Windows,bu1\user251
BU3-PWCSQL036,Windows,10.0.19045,Compliant,2026-06-23T14:26:21.862Z,Corporate,BU3-PWCSQL036_Windows,bu3\user788
BU4-SWCIDM048,Windows,10.0.19045,Compliant,2026-06-25T00:31:43.878Z,Corporate,BU4-SWCIDM048_Windows,bu4\user889
BU4-PLCLOG041,Linux,10.0.19045,Compliant,2026-06-24T06:48:21.155Z,Corporate,BU4-PLCLOG041_Linux,bu4\user120
BU3-PWCRDP053,Windows,10.0.22631,Compliant,2026-06-24T05:22:12.816Z,Corporate,BU3-PWCRDP053_Windows,bu3\user63
BU5-PWCIIS042,Windows,10.0.22631,Compliant,2026-06-23T19:58:59.279Z,Corporate,BU5-PWCIIS042_Windows,bu5\user122
BU1-PWCEXC009,Windows,10.0.19045,Compliant,2026-06-23T08:45:28.026Z,Corporate,BU1-PWCEXC009_Windows,bu1\user493
BU5-PLCBAK007,Linux,10.0.19045,Compliant,2026-06-24T21:22:25.635Z,Corporate,BU5-PLCBAK007_Linux,bu5\user876
BU5-PWCAPP076,Windows,10.0.19045,Compliant,2026-06-25T06:24:21.960Z,Corporate,BU5-PWCAPP076_Windows,bu5\user736
BU4-PWCSAP105,Windows,10.0.19045,Compliant,2026-06-23T23:21:21.848Z,Corporate,BU4-PWCSAP105_Windows,bu4\user783
BU4-SWCDNS017,Windows,10.0.22631,Compliant,2026-06-23T10:45:12.637Z,Corporate,BU4-SWCDNS017_Windows,bu4\user844
BU2-SWCDNS022,Windows,10.0.19045,Compliant,2026-06-24T03:01:33.935Z,Corporate,BU2-SWCDNS022_Windows,bu2\user532
BU2-PWCSHP045,Windows,10.0.19045,Compliant,2026-06-23T11:22:36.917Z,Corporate,BU2-PWCSHP045_Windows,bu2\user629
BU1-PWCSQL022,Windows,10.0.19045,Compliant,2026-06-25T05:52:03.312Z,Corporate,BU1-PWCSQL022_Windows,bu1\user506
BU1-PWCWEB163,Windows,10.0.22631,Compliant,2026-06-24T07:41:15.270Z,Corporate,BU1-PWCWEB163_Windows,bu1\user423
BU1-DWCCRM022,Windows,10.0.19045,Compliant,2026-06-23T19:36:49.538Z,Corporate,BU1-DWCCRM022_Windows,bu1\user254
BU4-PWCSAP108,Windows,10.0.19045,Compliant,2026-06-23T11:54:23.759Z,Corporate,BU4-PWCSAP108_Windows,bu4\user23
BU2-PWCFIL010,Windows,10.0.19045,Compliant,2026-06-24T19:48:59.868Z,Corporate,BU2-PWCFIL010_Windows,bu2\user19
BU1-DWCCRM035,Windows,10.0.19045,Compliant,2026-06-24T00:44:22.099Z,Corporate,BU1-DWCCRM035_Windows,bu1\user16
BU5-PWCDNS015,Windows,10.0.19045,Compliant,2026-06-24T00:44:32.440Z,Corporate,BU5-PWCDNS015_Windows,bu5\user257
BU2-SWCSAP017,Windows,10.0.22631,Compliant,2026-06-23T23:11:59.655Z,Corporate,BU2-SWCSAP017_Windows,bu2\user554
BU2-PWCAPP080,Windows,10.0.22631,Compliant,2026-06-24T08:00:16.351Z,Corporate,BU2-PWCAPP080_Windows,bu2\user268
BU2-DLCJMP008,Linux,10.0.19045,Compliant,2026-06-23T18:58:27.209Z,Corporate,BU2-DLCJMP008_Linux,bu2\user323
BU3-DWCWEB019,Windows,10.0.19045,Compliant,2026-06-24T15:04:51.998Z,Corporate,BU3-DWCWEB019_Windows,bu3\user113
BU4-PWCDNS017,Windows,10.0.22631,Compliant,2026-06-24T09:53:29.301Z,Corporate,BU4-PWCDNS017_Windows,bu4\user734
BU5-PWCAPP042,Windows,10.0.19045,Compliant,2026-06-23T11:07:47.457Z,Corporate,BU5-PWCAPP042_Windows,bu5\user502
BU4-PWCDNS016,Windows,10.0.22631,Compliant,2026-06-24T07:53:18.823Z,Corporate,BU4-PWCDNS016_Windows,bu4\user377
BU4-PWCWEB063,Windows,10.0.19045,Compliant,2026-06-24T12:09:52.337Z,Corporate,BU4-PWCWEB063_Windows,bu4\user545
BU1-DWCADC027,Windows,10.0.19045,Compliant,2026-06-24T21:50:11.980Z,Corporate,BU1-DWCADC027_Windows,bu1\user7
BU2-PWCIDM027,Windows,10.0.22631,Compliant,2026-06-23T18:09:14.017Z,Personal,BU2-PWCIDM027_Windows,bu2\user401
BU4-DWCIIS010,Windows,10.0.19045,Compliant,2026-06-24T04:13:55.473Z,Corporate,BU4-DWCIIS010_Windows,bu4\user116
BU2-DWCADC016,Windows,10.0.19045,Compliant,2026-06-24T12:50:48.461Z,Corporate,BU2-DWCADC016_Windows,bu2\user622
BU3-SWCSAP022,Windows,10.0.19045,Noncompliant,2026-06-23T15:17:07.725Z,Corporate,BU3-SWCSAP022_Windows,bu3\user861
BU1-PWCERP104,Windows,10.0.19045,Compliant,2026-06-24T06:31:11.697Z,Corporate,BU1-PWCERP104_Windows,bu1\user637
BU2-PWCRDP068,Windows,10.0.22631,Compliant,2026-06-25T01:57:06.106Z,Corporate,BU2-PWCRDP068_Windows,bu2\user837
BU3-PWCSQL044,Windows,10.0.19045,Compliant,2026-06-23T18:58:46.135Z,Corporate,BU3-PWCSQL044_Windows,bu3\user422
BU4-SWCADC010,Windows,10.0.19045,Compliant,2026-06-24T03:20:52.917Z,Corporate,BU4-SWCADC010_Windows,bu4\user95
BU2-PWCRDP072,Windows,10.0.22631,Compliant,2026-06-23T07:56:34.393Z,Personal,BU2-PWCRDP072_Windows,bu2\user48
BU4-SWCFIL025,Windows,10.0.19045,Compliant,2026-06-25T05:42:00.287Z,Corporate,BU4-SWCFIL025_Windows,bu4\user759
BU4-DWCERP002,Windows,10.0.19045,Compliant,2026-06-23T10:02:01.973Z,Corporate,BU4-DWCERP002_Windows,bu4\user11
BU4-SWCWEB028,Windows,10.0.19045,Compliant,2026-06-25T00:53:44.689Z,Corporate,BU4-SWCWEB028_Windows,bu4\user405
BU2-PLCLOG011,Linux,10.0.19045,Compliant,2026-06-24T17:07:39.814Z,Corporate,BU2-PLCLOG011_Linux,bu2\user190
